Xt
292,36
167,25
41,58
-67,48
-146,55
-82,75
-78,16
-253,54
-416,32
-323,86
-231,41
-306,11
-320,63
-198,08
-197,32
-370,33
-390,52
-182,92
1,85
45,91
125,92
131,66
41,93
-12,59
-80,39
-102,74
19,17
154,08
219,27
192,58
23,93
-118,97
-87,07
-82,43
-228,50
-288,56
-262,32
-186,29
-151,20
-170,94
-119,24
-62,33
-73,74
-53,33
-83,73
-152,41
-270,76
-347,34
-276,55
-234,90
-281,26
-328,21
-449,70
-534,22
-551,58
-408,23
-113,24
1,28
-109,25
-180,29
-240,83
-363,93
-528,84
-593,17
-463,62
-337,73
-261,42
-191,94
-229,88
-409,10
-569,81
-590,81
-581,84
-400,07
-286,40
-512,72
-764,17
-781,37
-504,98
-256,68
-227,56
-455,10
-771,48
-874,85
-772,85
-588,82
-482,28
-587,63
-756,53
-826,67
-855,96
-907,49
-913,92
-874,80
-696,83
-490,09
-385,48
-381,94
-319,02
-340,35
-478,69
-519,56
-514,03
-562,52
-587,27
-603,52
-823,79
-1090,07
-1096,42
-956,59
-745,98
-494,87
-243,45
-268,71
-562,26
-930,02
-1155,31
-1174,09
-962,74
-630,36
-512,82
-694,01
-1055,45
-1276,37
-1258,14
-1164,55
-1133,47
-1221,73
-1348,30
-1372,32
-1182,86
-871,91
-869,05
-986,98
-1208,54
-1259,48
-1186,73
-1267,84
-1514,15
-1640,75
-1509,61
-1304,79
-1109,15
-986,19
-1031,82
-1218,89
-1392,02
-1552,36
-1555,67
-1408,27
-1210,92
-1099,93
-1096,14
-1202,12
-1339,94
-1370,79
-1369,37
-1429,23
-1622,28
-1693,51
-1576,63
-1546,90
-1590,60
-1499,66
-1355,81
-1290,49
-1337,48
-1545,06
-1759,50
-2014,39
-2195,34
-2115,01
-1879,05
-1636,32
-1438,92
-1436,78
-1656,15
-1930,79
-2092,46
-2011,29
-1984,15
-1967,59
-1886,22
-1833,61
-1908,44
-2256,34
-2596,99
-2547,72
-2415,99
-2256,99
-2058,69
-1918,71
-1868,43
-1939,45
-2073,27
-2137,76
-2171,34
-2202,03
-2306,33
-2406,69
